Date,Product Category,Product Name,Price (USD),Units Sold,Revenue (USD),Customer Rating,Sustainability Score,Region,Competitor Name
04/01/2025,Accessories,Backpack,205.1,12,2461.2,3.6,7,USA,Wayfair
04/04/2024,Personal Care,Electric Toothbrush,1064.58,36,38324.88,3.8,6,UK,Urban Ladder
18/03/2024,Wellness,Smart Water Bottle,922.57,30,27677.1,4.6,1,Canada,Wayfair
14/04/2024,Fashion,Leather Jacket,764.87,47,35948.89,3.6,4,Canada,Wayfair
13/02/2024,Accessories,Backpack,514.62,19,9777.78,4.9,8,UK,IKEA
15/07/2024,Fashion,Running Shoes,1018.72,12,12224.64,4,2,Germany,Williams-Sonoma
22/01/2025,Wellness,Aromatherapy Diffuser,936.24,6,5617.44,4.2,10,Australia,Urban Ladder
20/04/2024,Personal Care,Organic Skincare Set,1025.88,19,19491.72,4.1,7,Australia,IKEA
18/12/2024,Wellness,Smart Water Bottle,481.39,50,24069.5,3.7,2,Australia,Urban Ladder
04/08/2024,Gadgets,Smartwatch,782.67,13,10174.71,3.8,5,India,Wayfair
08/12/2024,Personal Care,Organic Skincare Set,966.7,7,6766.9,3.7,3,Germany,IKEA
23/11/2024,Gadgets,Portable Projector,602.5,43,25907.5,3.8,10,Canada,Wayfair
09/07/2024,Gadgets,Portable Projector,497.9,13,6472.7,4.5,2,Australia,Urban Ladder
22/02/2024,Gadgets,Portable Projector,853.01,8,6824.08,4.3,5,Germany,IKEA
17/03/2024,Fashion,Running Shoes,69.12,20,1382.4,3.5,4,India,Wayfair
09/07/2024,Personal Care,Beard Grooming Kit,1026.51,4,4106.04,4.1,8,Germany,Ashley Furniture
26/03/2024,Fashion,Leather Jacket,189.52,2,379.04,4.3,4,UK,IKEA
22/03/2024,Accessories,Backpack,1093.68,42,45934.56,4.7,10,UK,Williams-Sonoma
06/09/2024,Fashion,Running Shoes,908.78,56,50891.68,4.1,6,UK,Ashley Furniture
08/06/2024,Fashion,Leather Jacket,688.44,52,35798.88,4.8,2,Germany,Williams-Sonoma
12/04/2024,Wellness,Yoga Mat,461.76,50,23088,4.2,5,Australia,Williams-Sonoma
31/10/2024,Personal Care,Beard Grooming Kit,810.35,49,39707.15,4.6,9,Canada,Ashley Furniture
12/06/2024,Wellness,Aromatherapy Diffuser,154.01,5,770.05,4.2,10,Australia,Williams-Sonoma
28/12/2024,Personal Care,Electric Toothbrush,1194.48,33,39417.84,4.6,8,Germany,Ashley Furniture
22/01/2025,Accessories,Sunglasses,603.1,10,6031,4.7,3,Germany,Ashley Furniture
02/01/2025,Fashion,Leather Jacket,49.17,12,590.04,3.7,10,Germany,Williams-Sonoma
23/06/2024,Fashion,Leather Jacket,850.32,56,47617.92,4.5,9,USA,IKEA
25/11/2024,Gadgets,Smartwatch,1131.01,4,4524.04,3.8,7,India,Williams-Sonoma
08/01/2025,Wellness,Yoga Mat,804.25,35,28148.75,4.7,9,USA,Ashley Furniture
11/11/2024,Fashion,Silk Scarf,100,12,1200,3.7,9,UK,Ashley Furniture
27/05/2024,Gadgets,Portable Projector,545.21,22,11994.62,5,4,India,Urban Ladder
28/05/2024,Wellness,Smart Water Bottle,33.24,52,1728.48,4.2,4,Australia,Wayfair
24/09/2024,Gadgets,Smartwatch,1089.64,29,31599.56,4.5,9,USA,Williams-Sonoma
18/11/2024,Personal Care,Organic Skincare Set,911.49,54,49220.46,4.2,10,India,Wayfair
29/11/2024,Fashion,Leather Jacket,177.57,46,8168.22,3.8,5,India,Urban Ladder
08/09/2024,Personal Care,Electric Toothbrush,855.12,51,43611.12,4.3,6,USA,Williams-Sonoma
17/12/2024,Personal Care,Beard Grooming Kit,447.27,51,22810.77,4.7,8,USA,Wayfair
30/12/2024,Fashion,Silk Scarf,1022.25,26,26578.5,4.5,1,Australia,Ashley Furniture
24/11/2024,Wellness,Yoga Mat,37.3,31,1156.3,3.7,8,India,Ashley Furniture
22/04/2024,Gadgets,Portable Projector,850.88,13,11061.44,3.6,4,Germany,Wayfair
13/02/2024,Fashion,Silk Scarf,489.26,28,13699.28,4.7,6,Germany,Wayfair
16/12/2024,Fashion,Leather Jacket,1126.26,43,48429.18,4.2,9,Germany,Urban Ladder
23/05/2024,Accessories,Backpack,544.98,60,32698.8,4.4,9,Canada,Williams-Sonoma
30/01/2025,Wellness,Aromatherapy Diffuser,653.93,29,18963.97,3.8,3,USA,IKEA
07/06/2024,Personal Care,Beard Grooming Kit,486.69,19,9247.11,4.1,6,India,IKEA
22/10/2024,Gadgets,Smartwatch,665.09,6,3990.54,4.7,10,Australia,Williams-Sonoma
24/10/2024,Personal Care,Organic Skincare Set,236.19,44,10392.36,3.5,4,India,Urban Ladder
01/02/2025,Gadgets,Smartwatch,629.02,50,31451,4.4,2,Germany,IKEA
24/09/2024,Wellness,Aromatherapy Diffuser,817.57,10,8175.7,3.9,5,Australia,IKEA
10/05/2024,Gadgets,Smartwatch,856.96,47,40277.12,3.8,1,Australia,Wayfair
03/07/2024,Accessories,Sunglasses,946.54,1,946.54,4.5,9,Germany,Ashley Furniture
10/07/2024,Fashion,Leather Jacket,488.31,27,13184.37,3.7,3,USA,IKEA
11/08/2024,Wellness,Aromatherapy Diffuser,1198.69,23,27569.87,3.8,3,India,Ashley Furniture
13/11/2024,Accessories,Luxury Handbag,609.46,31,18893.26,3.9,2,UK,IKEA
15/07/2024,Wellness,Aromatherapy Diffuser,78.14,7,546.98,4.1,4,India,Ashley Furniture
05/01/2025,Wellness,Yoga Mat,192.15,55,10568.25,4.1,9,USA,Ashley Furniture
27/02/2024,Fashion,Silk Scarf,172.82,45,7776.9,4.3,5,UK,IKEA
24/10/2024,Accessories,Backpack,133.63,3,400.89,4.5,6,USA,Ashley Furniture
21/09/2024,Fashion,Leather Jacket,975.76,17,16587.92,4.6,1,Canada,IKEA
07/11/2024,Fashion,Leather Jacket,50.4,52,2620.8,4.7,10,Germany,Ashley Furniture
07/10/2024,Wellness,Yoga Mat,609.86,34,20735.24,4,3,UK,Williams-Sonoma
25/05/2024,Fashion,Running Shoes,922.5,50,46125,4.6,7,Germany,Ashley Furniture
12/07/2024,Wellness,Yoga Mat,253.07,52,13159.64,4.7,1,India,Williams-Sonoma
10/11/2024,Wellness,Smart Water Bottle,376.62,40,15064.8,4.5,7,India,IKEA
31/12/2024,Gadgets,Smartwatch,604.22,48,29002.56,4.4,8,USA,IKEA
09/03/2024,Wellness,Aromatherapy Diffuser,831.33,24,19951.92,4.2,4,Australia,IKEA
07/06/2024,Wellness,Aromatherapy Diffuser,140.95,15,2114.25,4.4,7,Canada,Williams-Sonoma
22/10/2024,Wellness,Aromatherapy Diffuser,1016,6,6096,4.9,8,Canada,IKEA
13/08/2024,Accessories,Sunglasses,274.23,35,9598.05,4.4,3,Canada,Urban Ladder
01/06/2024,Accessories,Luxury Handbag,860.16,22,18923.52,4.1,6,Australia,Wayfair
30/07/2024,Wellness,Yoga Mat,988.65,8,7909.2,3.7,6,USA,IKEA
30/01/2025,Wellness,Smart Water Bottle,1113.73,58,64596.34,4.6,8,UK,Urban Ladder
17/12/2024,Gadgets,Noise Cancelling Headphones,1187.07,21,24928.47,4.8,10,UK,Wayfair
12/11/2024,Wellness,Aromatherapy Diffuser,916.64,51,46748.64,4.8,5,India,Ashley Furniture
05/12/2024,Wellness,Aromatherapy Diffuser,942.35,15,14135.25,4.9,3,Australia,Ashley Furniture
24/09/2024,Accessories,Luxury Handbag,883.6,59,52132.4,3.6,6,Canada,IKEA
17/04/2024,Personal Care,Electric Toothbrush,714.82,60,42889.2,3.7,5,Canada,Williams-Sonoma
26/12/2024,Personal Care,Beard Grooming Kit,996.35,37,36864.95,3.9,4,Germany,Wayfair
28/09/2024,Accessories,Luxury Handbag,206.55,10,2065.5,4,7,UK,Urban Ladder
30/07/2024,Personal Care,Organic Skincare Set,666.81,39,26005.59,3.8,8,Canada,Ashley Furniture
24/11/2024,Personal Care,Beard Grooming Kit,1071.75,9,9645.75,4.3,5,UK,IKEA
02/02/2025,Personal Care,Beard Grooming Kit,741.8,50,37090,3.7,10,India,Williams-Sonoma
04/11/2024,Wellness,Aromatherapy Diffuser,255.91,34,8700.94,4.7,5,Germany,Williams-Sonoma
08/06/2024,Fashion,Silk Scarf,904.38,14,12661.32,4.5,6,India,Ashley Furniture
10/02/2024,Wellness,Yoga Mat,1149.57,5,5747.85,4.5,5,USA,Williams-Sonoma
24/06/2024,Accessories,Sunglasses,51.52,47,2421.44,4.4,8,UK,Williams-Sonoma
15/11/2024,Gadgets,Noise Cancelling Headphones,329.87,8,2638.96,3.7,2,USA,Williams-Sonoma
16/12/2024,Fashion,Running Shoes,506.84,16,8109.44,4,10,USA,IKEA
12/04/2024,Gadgets,Portable Projector,151.3,49,7413.7,4.5,10,USA,Ashley Furniture
13/01/2025,Wellness,Smart Water Bottle,690.5,60,41430,4.4,4,Canada,Ashley Furniture
16/01/2025,Personal Care,Electric Toothbrush,245.73,13,3194.49,4.5,9,UK,Ashley Furniture
19/12/2024,Fashion,Leather Jacket,951.9,31,29508.9,3.5,3,Australia,Wayfair
28/09/2024,Wellness,Aromatherapy Diffuser,1188.73,33,39228.09,4.5,7,Canada,IKEA
25/12/2024,Accessories,Luxury Handbag,423.65,2,847.3,3.9,1,UK,Wayfair
24/08/2024,Fashion,Running Shoes,1111.93,14,15567.02,3.5,3,Germany,IKEA
24/06/2024,Accessories,Backpack,158.01,7,1106.07,3.6,6,USA,Ashley Furniture
14/11/2024,Personal Care,Electric Toothbrush,394.37,2,788.74,4.1,10,Australia,Urban Ladder
25/07/2024,Accessories,Sunglasses,626.33,30,18789.9,3.6,2,Canada,Urban Ladder
06/11/2024,Accessories,Sunglasses,73.55,6,441.3,3.7,10,Canada,Wayfair
24/10/2024,Gadgets,Noise Cancelling Headphones,186.9,34,6354.6,3.7,10,UK,Ashley Furniture
02/08/2024,Wellness,Aromatherapy Diffuser,159.49,57,9090.93,3.5,7,Australia,Wayfair
08/07/2024,Gadgets,Noise Cancelling Headphones,922.99,59,54456.41,4.4,10,USA,IKEA
11/12/2024,Gadgets,Portable Projector,84.42,57,4811.94,4.8,4,Australia,Ashley Furniture
28/06/2024,Personal Care,Organic Skincare Set,999.01,59,58941.59,3.5,1,Canada,Williams-Sonoma
17/04/2024,Accessories,Luxury Handbag,894.31,29,25934.99,4.3,9,India,Urban Ladder
24/07/2024,Personal Care,Electric Toothbrush,68.87,36,2479.32,4.4,4,USA,Wayfair
07/03/2024,Fashion,Running Shoes,928.25,18,16708.5,4,4,India,Williams-Sonoma
07/06/2024,Gadgets,Portable Projector,470.29,47,22103.63,4.9,4,Canada,Ashley Furniture
18/01/2025,Fashion,Silk Scarf,1065.05,26,27691.3,4.7,6,Germany,Wayfair
09/11/2024,Wellness,Aromatherapy Diffuser,301.67,42,12670.14,4.2,8,USA,Wayfair
08/06/2024,Gadgets,Portable Projector,278.94,39,10878.66,4.5,7,Canada,Urban Ladder
12/10/2024,Wellness,Smart Water Bottle,532.08,50,26604,4.3,2,Germany,IKEA
21/05/2024,Personal Care,Electric Toothbrush,1054.24,45,47440.8,4.6,2,India,Urban Ladder
18/04/2024,Wellness,Yoga Mat,591.12,15,8866.8,4.3,9,USA,Urban Ladder
25/04/2024,Accessories,Sunglasses,1124.61,26,29239.86,4,3,India,Wayfair
30/12/2024,Gadgets,Noise Cancelling Headphones,304.92,56,17075.52,4.6,1,Germany,Wayfair
14/06/2024,Personal Care,Electric Toothbrush,359.08,45,16158.6,4.9,9,USA,Urban Ladder
23/02/2024,Accessories,Backpack,704.94,2,1409.88,4.8,6,Australia,Urban Ladder
10/05/2024,Gadgets,Portable Projector,862.61,2,1725.22,3.9,9,Australia,Wayfair
12/07/2024,Fashion,Leather Jacket,758.03,49,37143.47,3.6,1,USA,Ashley Furniture
29/12/2024,Fashion,Leather Jacket,979.31,42,41131.02,3.9,4,India,Williams-Sonoma
30/05/2024,Gadgets,Portable Projector,273.63,44,12039.72,3.8,4,USA,IKEA
23/08/2024,Accessories,Luxury Handbag,136.93,4,547.72,4.2,7,USA,Urban Ladder
20/08/2024,Gadgets,Smartwatch,395.55,21,8306.55,3.9,4,Germany,Urban Ladder
11/09/2024,Gadgets,Smartwatch,989.67,44,43545.48,4.9,4,India,Urban Ladder
29/12/2024,Personal Care,Electric Toothbrush,338.18,42,14203.56,3.8,5,Germany,Ashley Furniture
24/03/2024,Fashion,Running Shoes,1075.04,24,25800.96,4.8,3,India,Williams-Sonoma
29/03/2024,Accessories,Backpack,804.97,21,16904.37,4.6,4,Germany,Urban Ladder
25/12/2024,Wellness,Smart Water Bottle,335.68,24,8056.32,4.2,7,Australia,Ashley Furniture
21/04/2024,Gadgets,Portable Projector,151.78,23,3490.94,4.7,6,India,Urban Ladder
30/06/2024,Personal Care,Electric Toothbrush,755.23,7,5286.61,3.6,2,Germany,Williams-Sonoma
22/03/2024,Fashion,Silk Scarf,592.74,44,26080.56,4,4,UK,Wayfair
02/12/2024,Fashion,Leather Jacket,1148.76,32,36760.32,4.3,1,Canada,Williams-Sonoma
27/12/2024,Fashion,Silk Scarf,254.6,45,11457,4.7,10,Australia,Wayfair
23/04/2024,Fashion,Silk Scarf,1113.54,60,66812.4,4.4,3,Germany,Urban Ladder
21/10/2024,Gadgets,Noise Cancelling Headphones,129.65,18,2333.7,4.4,8,Australia,Ashley Furniture
22/03/2024,Gadgets,Portable Projector,616.5,46,28359,4.9,6,India,Urban Ladder
11/03/2024,Accessories,Sunglasses,228.93,28,6410.04,4.1,8,Germany,Urban Ladder
08/12/2024,Personal Care,Beard Grooming Kit,937.05,55,51537.75,3.9,4,UK,Urban Ladder
09/11/2024,Fashion,Silk Scarf,354,5,1770,4.6,9,Canada,IKEA
12/04/2024,Wellness,Aromatherapy Diffuser,792.89,33,26165.37,4.1,10,Canada,Ashley Furniture
05/05/2024,Gadgets,Portable Projector,565.43,8,4523.44,3.8,3,USA,IKEA
30/10/2024,Gadgets,Portable Projector,856.86,17,14566.62,4.1,1,Australia,Ashley Furniture
13/04/2024,Accessories,Luxury Handbag,1089.93,29,31607.97,4.4,10,Canada,Williams-Sonoma
29/06/2024,Fashion,Leather Jacket,20.87,5,104.35,4.1,6,Australia,Williams-Sonoma
07/04/2024,Personal Care,Electric Toothbrush,872.97,33,28808.01,4.9,2,Australia,Urban Ladder
31/05/2024,Gadgets,Portable Projector,461.11,14,6455.54,4.9,3,Australia,IKEA
25/09/2024,Accessories,Sunglasses,869.21,7,6084.47,3.7,4,UK,Williams-Sonoma
27/07/2024,Fashion,Leather Jacket,817.31,22,17980.82,4.3,8,Australia,Wayfair
28/10/2024,Accessories,Sunglasses,1151.48,35,40301.8,4.2,8,Germany,Urban Ladder
21/07/2024,Personal Care,Organic Skincare Set,976.75,46,44930.5,4.6,2,UK,Williams-Sonoma
06/05/2024,Accessories,Luxury Handbag,301.71,55,16594.05,3.7,8,Canada,Wayfair
25/01/2025,Wellness,Yoga Mat,583.94,15,8759.1,3.8,1,Canada,IKEA
18/07/2024,Wellness,Aromatherapy Diffuser,952.24,44,41898.56,3.9,6,India,IKEA
08/01/2025,Gadgets,Portable Projector,869.74,17,14785.58,4,8,USA,IKEA
05/04/2024,Gadgets,Noise Cancelling Headphones,676.6,48,32476.8,4.3,8,Germany,Ashley Furniture
06/01/2025,Accessories,Backpack,1117.92,57,63721.44,4,4,USA,IKEA
22/06/2024,Wellness,Smart Water Bottle,135.07,58,7834.06,4,1,USA,Williams-Sonoma
19/06/2024,Personal Care,Electric Toothbrush,136.15,54,7352.1,4.6,4,Germany,Wayfair
29/06/2024,Fashion,Leather Jacket,592.17,14,8290.38,4.3,4,UK,Ashley Furniture
10/08/2024,Fashion,Leather Jacket,441.14,11,4852.54,4.7,6,Canada,Urban Ladder
10/08/2024,Personal Care,Electric Toothbrush,23.97,39,934.83,4.4,10,Germany,Ashley Furniture
31/05/2024,Gadgets,Smartwatch,548.05,19,10412.95,3.8,5,Canada,Wayfair
25/11/2024,Fashion,Running Shoes,1152.94,40,46117.6,3.6,1,India,Wayfair
08/10/2024,Personal Care,Beard Grooming Kit,430.78,21,9046.38,4.6,3,USA,IKEA
02/07/2024,Gadgets,Portable Projector,1100.55,24,26413.2,3.8,4,India,Wayfair
17/06/2024,Accessories,Luxury Handbag,749.76,27,20243.52,3.6,4,Australia,Urban Ladder
06/06/2024,Accessories,Sunglasses,656.36,32,21003.52,4.9,3,Germany,Wayfair
05/11/2024,Gadgets,Portable Projector,862.58,36,31052.88,4.3,6,UK,IKEA
22/07/2024,Fashion,Leather Jacket,1075.07,31,33327.17,4.2,9,USA,Ashley Furniture
02/01/2025,Gadgets,Noise Cancelling Headphones,1142.67,26,29709.42,4.9,5,USA,Wayfair
20/11/2024,Accessories,Sunglasses,502.43,6,3014.58,4.6,1,India,IKEA
07/03/2024,Fashion,Leather Jacket,1140.64,39,44484.96,5,3,Australia,Ashley Furniture
07/11/2024,Gadgets,Noise Cancelling Headphones,719.09,20,14381.8,4.9,9,Canada,Williams-Sonoma
27/06/2024,Gadgets,Smartwatch,605.41,11,6659.51,4.4,1,Australia,Urban Ladder
27/02/2024,Fashion,Running Shoes,1047,48,50256,4.3,4,Australia,Urban Ladder
10/10/2024,Wellness,Smart Water Bottle,657.94,18,11842.92,3.6,2,Germany,Urban Ladder
09/12/2024,Accessories,Luxury Handbag,1026.66,6,6159.96,3.8,6,UK,Ashley Furniture
14/05/2024,Fashion,Silk Scarf,1068.39,46,49145.94,3.6,2,Australia,Ashley Furniture
16/05/2024,Wellness,Smart Water Bottle,449.83,31,13944.73,3.8,8,UK,Ashley Furniture
16/01/2025,Wellness,Yoga Mat,379.88,59,22412.92,4.7,9,Canada,IKEA
27/06/2024,Wellness,Aromatherapy Diffuser,207.93,18,3742.74,3.6,8,Canada,Williams-Sonoma
10/08/2024,Gadgets,Noise Cancelling Headphones,150.3,46,6913.8,4.7,5,Australia,Wayfair
25/03/2024,Personal Care,Organic Skincare Set,827.02,14,11578.28,3.8,1,UK,Wayfair
24/05/2024,Wellness,Aromatherapy Diffuser,679.65,32,21748.8,4.8,7,UK,Williams-Sonoma
13/01/2025,Wellness,Smart Water Bottle,518,1,518,4.1,7,India,IKEA
25/12/2024,Personal Care,Organic Skincare Set,922.2,28,25821.6,3.7,8,Canada,Williams-Sonoma
23/08/2024,Gadgets,Portable Projector,953.16,36,34313.76,3.9,5,Australia,Wayfair
03/05/2024,Wellness,Yoga Mat,129.49,56,7251.44,3.9,4,Germany,IKEA
06/11/2024,Wellness,Smart Water Bottle,1183.91,36,42620.76,4.7,8,Canada,Urban Ladder
04/02/2025,Accessories,Sunglasses,727.73,22,16010.06,3.8,6,USA,Ashley Furniture
25/01/2025,Fashion,Leather Jacket,145.12,32,4643.84,4.3,2,Canada,Wayfair
17/11/2024,Gadgets,Smartwatch,849.02,6,5094.12,4.9,7,India,Wayfair
20/11/2024,Accessories,Backpack,359.71,13,4676.23,3.7,9,UK,IKEA
04/05/2024,Fashion,Leather Jacket,964.93,21,20263.53,3.6,7,Australia,Urban Ladder
09/10/2024,Accessories,Luxury Handbag,1088.16,36,39173.76,3.8,10,Canada,Williams-Sonoma
24/03/2024,Accessories,Luxury Handbag,252.33,37,9336.21,4.6,5,USA,Ashley Furniture
20/09/2024,Gadgets,Smartwatch,257.04,6,1542.24,4.8,10,Canada,Williams-Sonoma
03/08/2024,Accessories,Luxury Handbag,631.51,47,29680.97,4.1,5,Australia,Urban Ladder
21/08/2024,Gadgets,Noise Cancelling Headphones,598.51,39,23341.89,4.5,5,Canada,Wayfair
24/12/2024,Fashion,Leather Jacket,109.27,17,1857.59,3.8,7,Germany,Ashley Furniture
20/12/2024,Gadgets,Noise Cancelling Headphones,324.23,54,17508.42,3.7,2,UK,Wayfair
30/06/2024,Fashion,Leather Jacket,387.81,55,21329.55,3.8,1,UK,Wayfair
04/12/2024,Wellness,Yoga Mat,568.96,22,12517.12,3.6,5,Australia,Williams-Sonoma
24/09/2024,Gadgets,Smartwatch,510.27,45,22962.15,4.3,6,UK,Ashley Furniture
31/07/2024,Gadgets,Portable Projector,838.7,41,34386.7,4.2,9,USA,Urban Ladder
12/08/2024,Fashion,Silk Scarf,496.61,45,22347.45,4,5,UK,Williams-Sonoma
18/09/2024,Fashion,Leather Jacket,919.77,28,25753.56,4.8,1,India,IKEA
14/04/2024,Wellness,Smart Water Bottle,649.78,41,26640.98,3.6,10,Australia,IKEA
23/03/2024,Personal Care,Organic Skincare Set,1057.54,54,57107.16,4.8,2,Canada,Wayfair
03/08/2024,Wellness,Aromatherapy Diffuser,320.73,13,4169.49,4.2,3,India,Wayfair
12/08/2024,Gadgets,Noise Cancelling Headphones,351.19,22,7726.18,3.5,4,Germany,Ashley Furniture
25/07/2024,Fashion,Silk Scarf,324.56,21,6815.76,4,6,USA,Williams-Sonoma
03/08/2024,Accessories,Sunglasses,18.8,21,394.8,4.6,4,Canada,Wayfair
20/03/2024,Accessories,Backpack,179.66,12,2155.92,4.8,10,UK,Urban Ladder
17/07/2024,Accessories,Backpack,143.26,55,7879.3,3.6,1,India,IKEA
10/07/2024,Gadgets,Portable Projector,49.31,46,2268.26,4.2,1,Canada,IKEA
14/01/2025,Wellness,Yoga Mat,754.84,27,20380.68,4.4,5,Australia,Williams-Sonoma
14/12/2024,Fashion,Silk Scarf,930.99,4,3723.96,4,9,Canada,Ashley Furniture
31/07/2024,Personal Care,Organic Skincare Set,1196.15,44,52630.6,4.5,4,Germany,Ashley Furniture
15/07/2024,Fashion,Silk Scarf,15.29,42,642.18,3.6,3,Canada,IKEA
29/07/2024,Fashion,Running Shoes,637.61,12,7651.32,3.9,7,Germany,Urban Ladder
27/06/2024,Gadgets,Smartwatch,815.67,60,48940.2,4.9,7,India,Wayfair
25/11/2024,Wellness,Smart Water Bottle,724.78,4,2899.12,4.9,6,Australia,Williams-Sonoma
31/10/2024,Personal Care,Electric Toothbrush,200.76,2,401.52,4.6,1,Australia,Urban Ladder
10/07/2024,Gadgets,Smartwatch,631.06,32,20193.92,4.3,1,India,Urban Ladder
12/06/2024,Wellness,Yoga Mat,298.66,31,9258.46,4.1,10,Canada,Williams-Sonoma
19/08/2024,Accessories,Luxury Handbag,1157.9,33,38210.7,4.1,4,UK,IKEA
22/09/2024,Gadgets,Noise Cancelling Headphones,290.23,27,7836.21,3.8,6,USA,IKEA
13/06/2024,Accessories,Sunglasses,758.96,28,21250.88,3.9,3,Germany,Wayfair
18/06/2024,Fashion,Running Shoes,128.12,52,6662.24,3.9,5,Germany,Wayfair
02/06/2024,Gadgets,Smartwatch,302.45,40,12098,3.8,8,India,IKEA
11/10/2024,Accessories,Sunglasses,551.9,12,6622.8,4.7,10,India,Urban Ladder
08/01/2025,Accessories,Sunglasses,678.96,54,36663.84,4.8,7,UK,Wayfair
18/01/2025,Fashion,Leather Jacket,944.07,5,4720.35,3.5,3,UK,Urban Ladder
28/10/2024,Gadgets,Noise Cancelling Headphones,420.26,33,13868.58,4.4,2,UK,Williams-Sonoma
02/05/2024,Wellness,Aromatherapy Diffuser,1005.03,24,24120.72,3.6,1,UK,Williams-Sonoma
28/06/2024,Accessories,Backpack,148.68,47,6987.96,4.8,7,Canada,IKEA
31/03/2024,Fashion,Running Shoes,944.71,22,20783.62,4,10,India,Ashley Furniture
06/03/2024,Accessories,Luxury Handbag,337.24,53,17873.72,4.9,1,USA,Ashley Furniture
16/03/2024,Gadgets,Portable Projector,397.95,10,3979.5,4.7,9,UK,Urban Ladder
13/02/2024,Gadgets,Noise Cancelling Headphones,25.66,14,359.24,4.2,7,Germany,Urban Ladder
05/02/2025,Personal Care,Beard Grooming Kit,748.88,42,31452.96,4.7,10,India,Wayfair
20/11/2024,Fashion,Running Shoes,1149.99,60,68999.4,4.5,8,USA,Urban Ladder
15/11/2024,Accessories,Sunglasses,206.03,22,4532.66,3.9,1,Canada,Urban Ladder
11/09/2024,Accessories,Sunglasses,349.75,3,1049.25,4.9,5,UK,Williams-Sonoma
16/03/2024,Wellness,Yoga Mat,1191.61,20,23832.2,4.9,5,Australia,Wayfair
20/06/2024,Wellness,Yoga Mat,862.61,14,12076.54,4.1,10,Australia,Urban Ladder
09/10/2024,Wellness,Yoga Mat,466.22,10,4662.2,4.5,8,Australia,Wayfair
30/11/2024,Wellness,Aromatherapy Diffuser,795.15,22,17493.3,3.7,3,Canada,IKEA
09/11/2024,Wellness,Yoga Mat,967.58,3,2902.74,4.2,7,India,Williams-Sonoma
06/12/2024,Personal Care,Electric Toothbrush,751.48,2,1502.96,4.7,6,Australia,IKEA
26/03/2024,Gadgets,Smartwatch,293.78,43,12632.54,4.5,4,Germany,Ashley Furniture
08/10/2024,Accessories,Sunglasses,517.68,29,15012.72,4.2,10,UK,IKEA
29/09/2024,Fashion,Leather Jacket,989.47,15,14842.05,4.9,5,USA,Wayfair
11/04/2024,Personal Care,Electric Toothbrush,34.91,59,2059.69,4.7,10,Canada,IKEA
03/08/2024,Personal Care,Beard Grooming Kit,744.2,22,16372.4,3.5,1,UK,Wayfair
17/09/2024,Wellness,Yoga Mat,153.65,52,7989.8,3.8,10,India,Ashley Furniture
02/05/2024,Gadgets,Portable Projector,566.89,35,19841.15,4.4,9,UK,Williams-Sonoma
01/05/2024,Gadgets,Noise Cancelling Headphones,225.56,6,1353.36,3.7,8,India,Ashley Furniture
16/06/2024,Fashion,Silk Scarf,1042.89,57,59444.73,4.5,6,UK,Ashley Furniture
21/03/2024,Wellness,Smart Water Bottle,1148.61,10,11486.1,4.7,7,India,Williams-Sonoma
19/10/2024,Wellness,Aromatherapy Diffuser,183.97,51,9382.47,4,8,Germany,Ashley Furniture
16/06/2024,Gadgets,Noise Cancelling Headphones,578.02,55,31791.1,3.6,2,Australia,IKEA
08/06/2024,Wellness,Aromatherapy Diffuser,722.31,52,37560.12,3.6,4,Germany,Wayfair
10/12/2024,Fashion,Leather Jacket,1011.13,41,41456.33,4.5,2,UK,Ashley Furniture
04/03/2024,Gadgets,Smartwatch,378.53,55,20819.15,4.2,6,Germany,Urban Ladder
24/01/2025,Personal Care,Electric Toothbrush,734.41,27,19829.07,4.5,8,Canada,Williams-Sonoma
18/01/2025,Wellness,Smart Water Bottle,842.67,50,42133.5,3.7,3,Canada,IKEA
24/09/2024,Accessories,Sunglasses,380.26,7,2661.82,4.6,9,Australia,Williams-Sonoma
26/11/2024,Wellness,Aromatherapy Diffuser,589.49,4,2357.96,4.3,4,USA,Williams-Sonoma
21/02/2024,Wellness,Yoga Mat,144.73,23,3328.79,4,8,UK,Wayfair
08/10/2024,Wellness,Yoga Mat,686.91,31,21294.21,4.6,10,USA,Urban Ladder
08/01/2025,Personal Care,Beard Grooming Kit,183.61,20,3672.2,3.7,6,UK,Urban Ladder
07/07/2024,Accessories,Sunglasses,435.35,29,12625.15,3.7,6,Australia,Wayfair
16/09/2024,Personal Care,Organic Skincare Set,529.15,48,25399.2,4.2,2,India,IKEA
07/03/2024,Accessories,Luxury Handbag,1097.96,29,31840.84,3.6,2,Australia,IKEA
17/10/2024,Fashion,Leather Jacket,767.55,10,7675.5,4.8,1,USA,Williams-Sonoma
04/05/2024,Fashion,Leather Jacket,1164.08,12,13968.96,4.7,9,India,Ashley Furniture
09/08/2024,Fashion,Silk Scarf,556.9,18,10024.2,3.7,6,Canada,Wayfair
25/09/2024,Personal Care,Beard Grooming Kit,1119.22,20,22384.4,4.7,7,Australia,Ashley Furniture
01/01/2025,Accessories,Sunglasses,968.82,2,1937.64,4.9,7,India,IKEA
22/04/2024,Accessories,Sunglasses,838.83,20,16776.6,4.8,3,Germany,Urban Ladder
09/04/2024,Gadgets,Noise Cancelling Headphones,213.84,6,1283.04,4.6,4,Australia,IKEA
