Date,Product Category,Product Name,Price (USD),Units Sold,Revenue (USD),Customer Rating,Sustainability Score,Region,Competitor Name
19/05/2024,Furniture,Wooden Dining Table,759.24,16,12147.84,3.8,3,India,Ashley Furniture
14/09/2024,Lighting,LED Floor Lamp,239.19,13,3109.47,4.3,5,USA,Ashley Furniture
25/07/2024,Storage,Bookshelf,734.99,25,18374.75,4.9,5,India,Williams-Sonoma
23/02/2024,Wall Art,Canvas Painting,596.55,34,20282.7,4.2,1,Australia,Williams-Sonoma
08/12/2024,Wall Art,Metal Wall Sculpture,228.05,34,7753.7,4.9,6,Australia,Wayfair
01/03/2024,Storage,Shoe Rack,241.41,36,8690.76,4.7,6,Canada,Urban Ladder
09/04/2024,Storage,Bookshelf,15.78,44,694.32,4.1,5,Germany,Ashley Furniture
27/08/2024,Furniture,Glass Coffee Table,31.62,20,632.4,4.1,5,Germany,IKEA
15/03/2024,Furniture,Wooden Dining Table,1030.22,55,56662.1,4,8,UK,Ashley Furniture
15/10/2024,Wall Art,Canvas Painting,690.37,22,15188.14,4,10,Canada,Urban Ladder
09/09/2024,Rugs & Carpets,Modern Carpet,1048.51,22,23067.22,3.5,8,India,Williams-Sonoma
12/08/2024,Lighting,Chandelier,999.03,15,14985.45,4.7,4,Canada,IKEA
11/06/2024,Rugs & Carpets,Persian Rug,628.11,58,36430.38,4.3,10,India,Ashley Furniture
28/06/2024,Wall Art,Framed Photograph,931.03,54,50275.62,4.1,9,India,Wayfair
23/09/2024,Wall Art,Framed Photograph,917.08,20,18341.6,3.9,2,USA,Urban Ladder
10/10/2024,Storage,Bookshelf,1088.96,28,30490.88,3.7,4,USA,IKEA
31/08/2024,Furniture,Wooden Dining Table,323.13,15,4846.95,3.7,1,USA,Williams-Sonoma
24/06/2024,Storage,Shoe Rack,828.39,27,22366.53,4,2,UK,IKEA
15/08/2024,Rugs & Carpets,Persian Rug,1086.05,19,20634.95,4.9,4,USA,Ashley Furniture
24/04/2024,Furniture,Glass Coffee Table,920.24,55,50613.2,4.1,2,Canada,Ashley Furniture
12/08/2024,Furniture,Recliner Sofa,299.09,22,6579.98,4.9,8,Australia,Ashley Furniture
10/12/2024,Lighting,Table Lamp,486.84,24,11684.16,4.1,6,USA,Wayfair
08/02/2024,Storage,Wall-mounted Cabinet,235.49,4,941.96,4.7,8,Germany,Williams-Sonoma
04/07/2024,Storage,Shoe Rack,693.99,14,9715.86,4.9,6,India,Ashley Furniture
02/07/2024,Storage,Bookshelf,204.82,22,4506.04,4.3,10,Canada,IKEA
15/04/2024,Storage,Shoe Rack,465.73,58,27012.34,3.9,2,India,Williams-Sonoma
05/10/2024,Furniture,Glass Coffee Table,327.89,39,12787.71,4.5,4,UK,IKEA
28/09/2024,Lighting,Chandelier,786.06,2,1572.12,4.6,7,USA,IKEA
18/06/2024,Lighting,LED Floor Lamp,1114.11,9,10026.99,4.3,4,UK,Urban Ladder
10/09/2024,Storage,Shoe Rack,880.62,58,51075.96,3.8,4,India,Wayfair
25/10/2024,Storage,Wall-mounted Cabinet,552.42,57,31487.94,4.3,3,India,IKEA
05/06/2024,Furniture,Wooden Dining Table,703.03,19,13357.57,4.4,7,India,Williams-Sonoma
05/08/2024,Storage,Bookshelf,299.93,60,17995.8,4.2,7,UK,Williams-Sonoma
13/08/2024,Rugs & Carpets,Modern Carpet,747.02,45,33615.9,3.8,5,Australia,Williams-Sonoma
05/03/2024,Lighting,Table Lamp,1035.57,4,4142.28,4.9,2,Germany,Ashley Furniture
18/11/2024,Storage,Shoe Rack,456.97,36,16450.92,4.4,7,Canada,Wayfair
09/04/2024,Lighting,Chandelier,739.12,20,14782.4,3.9,3,USA,IKEA
12/10/2024,Wall Art,Canvas Painting,835.84,13,10865.92,4.4,8,Australia,Ashley Furniture
03/09/2024,Lighting,LED Floor Lamp,1037.09,39,40446.51,4.2,4,Canada,Wayfair
08/09/2024,Wall Art,Metal Wall Sculpture,893.29,16,14292.64,4.6,2,Australia,Ashley Furniture
15/02/2024,Lighting,Chandelier,1086.18,57,61912.26,3.9,8,Canada,Urban Ladder
03/05/2024,Storage,Shoe Rack,437.5,21,9187.5,4.3,5,USA,Urban Ladder
17/03/2024,Lighting,Table Lamp,363.78,51,18552.78,4.3,4,Australia,Williams-Sonoma
10/07/2024,Rugs & Carpets,Jute Rug,305.88,14,4282.32,5,8,Germany,Wayfair
21/02/2024,Storage,Wall-mounted Cabinet,247.53,54,13366.62,3.7,6,Canada,Wayfair
06/11/2024,Storage,Shoe Rack,605.87,18,10905.66,3.8,2,Germany,Williams-Sonoma
11/07/2024,Storage,Wall-mounted Cabinet,1000.9,29,29026.1,4,1,USA,Williams-Sonoma
06/09/2024,Rugs & Carpets,Modern Carpet,1078.77,23,24811.71,4,8,Australia,Urban Ladder
10/04/2024,Storage,Bookshelf,468.7,4,1874.8,4.9,8,Australia,Ashley Furniture
08/02/2024,Storage,Wall-mounted Cabinet,585.97,11,6445.67,3.5,2,Australia,Williams-Sonoma
27/12/2024,Lighting,Table Lamp,934.34,12,11212.08,4.2,9,India,IKEA
24/05/2024,Storage,Shoe Rack,813.11,8,6504.88,3.9,5,UK,IKEA
26/01/2025,Furniture,Wooden Dining Table,513.71,16,8219.36,3.9,3,UK,Ashley Furniture
16/08/2024,Lighting,LED Floor Lamp,718.56,31,22275.36,5,10,Canada,Ashley Furniture
13/05/2024,Storage,Wall-mounted Cabinet,468.75,15,7031.25,4.7,3,Australia,Urban Ladder
17/08/2024,Wall Art,Framed Photograph,348.95,25,8723.75,3.5,1,USA,Williams-Sonoma
30/12/2024,Wall Art,Canvas Painting,1071.38,5,5356.9,4.9,6,UK,Urban Ladder
28/11/2024,Lighting,Table Lamp,1168.28,4,4673.12,4,4,Canada,Ashley Furniture
17/07/2024,Rugs & Carpets,Persian Rug,970.2,8,7761.6,4.7,9,Canada,Ashley Furniture
12/01/2025,Rugs & Carpets,Jute Rug,388.43,4,1553.72,4.6,6,UK,Ashley Furniture
16/04/2024,Rugs & Carpets,Jute Rug,789.9,21,16587.9,4.2,3,Canada,Urban Ladder
11/12/2024,Wall Art,Framed Photograph,201.3,6,1207.8,4.3,8,Australia,Williams-Sonoma
13/07/2024,Lighting,LED Floor Lamp,448.28,28,12551.84,4,7,UK,Urban Ladder
20/12/2024,Furniture,Wooden Dining Table,763.65,52,39709.8,3.9,8,Australia,IKEA
09/01/2025,Wall Art,Canvas Painting,963.82,41,39516.62,4,9,Germany,Ashley Furniture
10/06/2024,Furniture,Glass Coffee Table,894.26,35,31299.1,3.6,10,Canada,IKEA
29/11/2024,Lighting,Table Lamp,412.08,22,9065.76,4,7,India,Urban Ladder
25/10/2024,Furniture,Wooden Dining Table,293.5,20,5870,4.2,10,Australia,Ashley Furniture
16/12/2024,Rugs & Carpets,Jute Rug,793.94,7,5557.58,3.5,3,Canada,Wayfair
11/08/2024,Wall Art,Canvas Painting,1126.58,31,34923.98,4.7,5,India,IKEA
16/04/2024,Storage,Shoe Rack,589.81,58,34208.98,4.5,7,India,Ashley Furniture
07/05/2024,Rugs & Carpets,Jute Rug,1071.16,32,34277.12,4.9,1,Canada,Ashley Furniture
21/08/2024,Rugs & Carpets,Modern Carpet,868.15,21,18231.15,4.6,4,Germany,Urban Ladder
03/07/2024,Rugs & Carpets,Modern Carpet,557.61,53,29553.33,3.8,8,Australia,Williams-Sonoma
05/01/2025,Rugs & Carpets,Modern Carpet,1041.23,58,60391.34,3.7,9,USA,Wayfair
11/07/2024,Rugs & Carpets,Persian Rug,1141.57,54,61644.78,4.1,6,UK,Williams-Sonoma
21/05/2024,Furniture,Glass Coffee Table,404.65,42,16995.3,4.5,5,Australia,Ashley Furniture
04/10/2024,Furniture,Wooden Dining Table,967.23,20,19344.6,3.7,2,Germany,Ashley Furniture
05/01/2025,Storage,Shoe Rack,208.11,15,3121.65,3.5,4,Canada,Ashley Furniture
05/03/2024,Storage,Bookshelf,326.18,35,11416.3,4.2,3,Canada,Urban Ladder
01/01/2025,Furniture,Wooden Dining Table,701.68,31,21752.08,4.2,3,India,Williams-Sonoma
04/12/2024,Lighting,Chandelier,264.34,27,7137.18,4,9,Germany,Williams-Sonoma
09/10/2024,Wall Art,Framed Photograph,408.4,51,20828.4,3.7,6,Germany,IKEA
03/06/2024,Lighting,LED Floor Lamp,945.07,49,46308.43,4.9,4,Canada,Urban Ladder
17/07/2024,Rugs & Carpets,Modern Carpet,805.39,56,45101.84,4.5,3,Germany,Urban Ladder
27/06/2024,Storage,Wall-mounted Cabinet,517.54,16,8280.64,3.6,4,India,Ashley Furniture
13/08/2024,Storage,Bookshelf,283.21,22,6230.62,4.6,8,India,Wayfair
08/04/2024,Rugs & Carpets,Persian Rug,551.95,17,9383.15,3.6,10,Germany,Williams-Sonoma
16/03/2024,Wall Art,Framed Photograph,28.91,39,1127.49,4.2,3,USA,IKEA
04/01/2025,Wall Art,Metal Wall Sculpture,142.24,16,2275.84,4.2,9,UK,Urban Ladder
03/10/2024,Wall Art,Framed Photograph,216.69,35,7584.15,4.9,3,India,Williams-Sonoma
18/12/2024,Rugs & Carpets,Persian Rug,911.94,26,23710.44,4.8,4,Australia,Wayfair
19/03/2024,Rugs & Carpets,Modern Carpet,48.57,47,2282.79,4.2,10,UK,Wayfair
21/12/2024,Furniture,Wooden Dining Table,586.47,44,25804.68,4.9,10,Germany,Williams-Sonoma
27/07/2024,Storage,Wall-mounted Cabinet,1137.31,42,47767.02,4.8,9,Australia,Williams-Sonoma
22/02/2024,Wall Art,Canvas Painting,544.61,54,29408.94,3.8,3,USA,Wayfair
30/03/2024,Lighting,LED Floor Lamp,402.38,35,14083.3,4.1,8,UK,Williams-Sonoma
28/07/2024,Rugs & Carpets,Jute Rug,638.85,48,30664.8,4.6,9,UK,Williams-Sonoma
01/10/2024,Rugs & Carpets,Persian Rug,248.52,13,3230.76,4.8,5,UK,Williams-Sonoma
01/10/2024,Wall Art,Framed Photograph,610.57,15,9158.55,4.3,7,USA,Urban Ladder
06/01/2025,Furniture,Wooden Dining Table,354.07,16,5665.12,4.6,7,India,Ashley Furniture
19/10/2024,Wall Art,Metal Wall Sculpture,298.81,27,8067.87,4.3,1,Australia,IKEA
01/12/2024,Lighting,Chandelier,955.25,29,27702.25,4.2,9,India,IKEA
19/11/2024,Storage,Shoe Rack,663.04,48,31825.92,4.7,9,India,IKEA
30/04/2024,Lighting,Chandelier,1144.73,37,42355.01,4.4,7,USA,IKEA
13/01/2025,Lighting,Chandelier,230.22,8,1841.76,3.8,5,UK,Ashley Furniture
28/06/2024,Storage,Shoe Rack,209.22,7,1464.54,4.5,9,India,Wayfair
15/03/2024,Furniture,Recliner Sofa,333.4,3,1000.2,3.9,6,UK,Urban Ladder
27/06/2024,Furniture,Recliner Sofa,269.56,47,12669.32,3.8,4,Australia,Urban Ladder
12/12/2024,Wall Art,Canvas Painting,261.08,8,2088.64,4.8,7,USA,Ashley Furniture
25/07/2024,Storage,Wall-mounted Cabinet,959.14,54,51793.56,4.1,2,Germany,Urban Ladder
16/09/2024,Storage,Shoe Rack,96.63,39,3768.57,4.7,10,UK,Williams-Sonoma
11/07/2024,Lighting,Chandelier,971.75,8,7774,3.7,2,Germany,Ashley Furniture
09/04/2024,Wall Art,Canvas Painting,625.8,32,20025.6,4.1,9,UK,Urban Ladder
15/01/2025,Wall Art,Framed Photograph,549.54,37,20332.98,4,3,Germany,Ashley Furniture
18/01/2025,Furniture,Wooden Dining Table,1155.34,60,69320.4,4.5,6,India,Ashley Furniture
15/01/2025,Lighting,Chandelier,80.1,22,1762.2,4.7,2,Germany,Urban Ladder
03/04/2024,Wall Art,Framed Photograph,1065.45,24,25570.8,4.7,3,Germany,Urban Ladder
12/10/2024,Rugs & Carpets,Persian Rug,310.53,7,2173.71,4.9,3,Germany,Wayfair
17/07/2024,Furniture,Wooden Dining Table,332.75,44,14641,3.9,8,India,IKEA
18/01/2025,Wall Art,Metal Wall Sculpture,479.57,56,26855.92,4.8,5,USA,Williams-Sonoma
17/09/2024,Lighting,Chandelier,640.31,49,31375.19,4.4,4,USA,Urban Ladder
10/08/2024,Wall Art,Framed Photograph,34.06,13,442.78,3.6,3,India,Williams-Sonoma
09/10/2024,Storage,Bookshelf,521.89,29,15134.81,4.5,6,India,Urban Ladder
12/12/2024,Furniture,Wooden Dining Table,164.67,49,8068.83,3.6,5,Germany,Ashley Furniture
12/01/2025,Lighting,LED Floor Lamp,926.26,31,28714.06,3.6,8,UK,Wayfair
24/09/2024,Furniture,Recliner Sofa,128.17,55,7049.35,3.7,10,Germany,IKEA
16/06/2024,Rugs & Carpets,Modern Carpet,802.98,56,44966.88,3.6,6,Canada,Ashley Furniture
17/08/2024,Storage,Bookshelf,714.77,44,31449.88,3.6,3,Canada,Ashley Furniture
06/12/2024,Storage,Shoe Rack,883.79,34,30048.86,4.1,8,Germany,Wayfair
18/07/2024,Wall Art,Canvas Painting,237.86,4,951.44,4,5,Canada,IKEA
13/09/2024,Storage,Shoe Rack,509.65,42,21405.3,4.7,10,USA,IKEA
29/03/2024,Wall Art,Metal Wall Sculpture,119.24,16,1907.84,3.6,5,USA,Wayfair
29/08/2024,Furniture,Wooden Dining Table,484.32,9,4358.88,4.1,10,Germany,Urban Ladder
11/02/2024,Furniture,Recliner Sofa,922.46,40,36898.4,4.9,1,Canada,Williams-Sonoma
06/10/2024,Wall Art,Framed Photograph,410.56,60,24633.6,4.2,7,USA,Wayfair
12/01/2025,Rugs & Carpets,Jute Rug,1071.85,27,28939.95,4.6,10,Germany,IKEA
25/07/2024,Lighting,Table Lamp,281.86,38,10710.68,4.3,4,Germany,Wayfair
04/08/2024,Lighting,Chandelier,844.67,2,1689.34,4.4,10,UK,IKEA
05/10/2024,Rugs & Carpets,Jute Rug,1080.18,6,6481.08,4.6,2,Germany,Wayfair
04/12/2024,Wall Art,Framed Photograph,947.42,19,18000.98,4.6,1,UK,Ashley Furniture
17/02/2024,Lighting,Chandelier,757.73,23,17427.79,3.7,7,India,IKEA
16/10/2024,Rugs & Carpets,Modern Carpet,454.3,34,15446.2,3.6,7,USA,Ashley Furniture
26/02/2024,Furniture,Glass Coffee Table,1078.08,24,25873.92,3.6,2,Canada,Wayfair
04/12/2024,Lighting,LED Floor Lamp,1088.31,41,44620.71,4.3,4,Australia,IKEA
04/04/2024,Lighting,Chandelier,172.05,1,172.05,4.8,3,India,Williams-Sonoma
30/04/2024,Storage,Wall-mounted Cabinet,307.88,21,6465.48,4,5,Canada,Williams-Sonoma
19/06/2024,Lighting,Chandelier,982.55,40,39302,4.8,2,Germany,Wayfair
14/09/2024,Rugs & Carpets,Jute Rug,275.22,44,12109.68,4.2,7,Australia,Wayfair
03/03/2024,Lighting,Table Lamp,897.09,21,18838.89,3.6,5,UK,Urban Ladder
13/01/2025,Wall Art,Canvas Painting,338.57,14,4739.98,4.6,8,UK,Urban Ladder
19/07/2024,Storage,Shoe Rack,336.02,42,14112.84,4.5,9,Canada,Urban Ladder
07/12/2024,Rugs & Carpets,Modern Carpet,1169.84,53,62001.52,3.5,6,Germany,Urban Ladder
30/03/2024,Storage,Wall-mounted Cabinet,714.41,30,21432.3,4.3,3,UK,Urban Ladder
28/05/2024,Storage,Bookshelf,216.18,57,12322.26,4.5,10,UK,Williams-Sonoma
12/05/2024,Rugs & Carpets,Jute Rug,672.13,51,34278.63,4.1,2,Canada,IKEA
07/03/2024,Lighting,Chandelier,218.44,52,11358.88,3.5,1,India,Williams-Sonoma
17/02/2024,Wall Art,Framed Photograph,919.86,19,17477.34,4.5,8,India,Wayfair
03/08/2024,Furniture,Glass Coffee Table,846.03,7,5922.21,3.5,5,UK,Ashley Furniture
05/08/2024,Lighting,LED Floor Lamp,749.85,30,22495.5,3.8,1,USA,Urban Ladder
21/04/2024,Storage,Wall-mounted Cabinet,270.09,10,2700.9,4.4,3,India,Wayfair
19/12/2024,Rugs & Carpets,Jute Rug,967.24,36,34820.64,3.9,7,Germany,IKEA
03/12/2024,Rugs & Carpets,Persian Rug,584.25,49,28628.25,5,6,Australia,IKEA
24/04/2024,Rugs & Carpets,Persian Rug,125.82,13,1635.66,4.8,7,Germany,IKEA
19/07/2024,Wall Art,Metal Wall Sculpture,228.9,18,4120.2,4.3,5,UK,IKEA
15/11/2024,Wall Art,Metal Wall Sculpture,770.39,60,46223.4,3.7,5,USA,Williams-Sonoma
18/08/2024,Rugs & Carpets,Jute Rug,652.54,29,18923.66,4.8,10,USA,Ashley Furniture
07/11/2024,Storage,Wall-mounted Cabinet,127.19,46,5850.74,4,2,Canada,Wayfair
14/04/2024,Wall Art,Canvas Painting,721.68,42,30310.56,4.9,5,USA,Ashley Furniture
06/10/2024,Lighting,Table Lamp,927.91,34,31548.94,3.6,6,Australia,Urban Ladder
18/04/2024,Rugs & Carpets,Jute Rug,813.1,6,4878.6,4.5,2,USA,Urban Ladder
04/08/2024,Storage,Wall-mounted Cabinet,717.4,52,37304.8,4.1,6,USA,Wayfair
18/09/2024,Lighting,LED Floor Lamp,455.48,39,17763.72,3.8,3,Australia,Urban Ladder
24/05/2024,Wall Art,Canvas Painting,849.8,49,41640.2,3.6,10,Australia,Wayfair
27/06/2024,Storage,Shoe Rack,214.84,39,8378.76,3.5,10,USA,Wayfair
12/03/2024,Furniture,Recliner Sofa,1051.94,53,55752.82,4.6,6,USA,Ashley Furniture
11/11/2024,Storage,Wall-mounted Cabinet,624.95,51,31872.45,3.6,1,USA,Williams-Sonoma
28/05/2024,Storage,Shoe Rack,716.41,45,32238.45,3.7,6,Australia,Urban Ladder
02/07/2024,Rugs & Carpets,Jute Rug,487.75,19,9267.25,4.2,8,India,Wayfair
27/09/2024,Wall Art,Metal Wall Sculpture,370.78,6,2224.68,4.1,3,India,IKEA
30/04/2024,Furniture,Recliner Sofa,131.61,54,7106.94,4.9,6,UK,Williams-Sonoma
25/02/2024,Rugs & Carpets,Modern Carpet,396.64,59,23401.76,3.9,1,UK,Wayfair
27/11/2024,Rugs & Carpets,Jute Rug,66.7,50,3335,4.3,6,Canada,Urban Ladder
01/01/2025,Furniture,Wooden Dining Table,1012.7,12,12152.4,4.1,3,Australia,Wayfair
24/11/2024,Furniture,Wooden Dining Table,158.83,43,6829.69,3.5,6,Germany,Ashley Furniture
27/11/2024,Wall Art,Metal Wall Sculpture,962.38,29,27909.02,4.8,1,Germany,Wayfair
05/01/2025,Wall Art,Canvas Painting,299.41,48,14371.68,4.8,8,UK,Wayfair
13/11/2024,Wall Art,Metal Wall Sculpture,511.21,44,22493.24,4.1,2,Germany,IKEA
06/12/2024,Wall Art,Canvas Painting,377.61,31,11705.91,4.7,4,USA,Urban Ladder
27/07/2024,Storage,Bookshelf,29.48,16,471.68,3.7,9,UK,Ashley Furniture
10/04/2024,Furniture,Recliner Sofa,1023.07,19,19438.33,4.2,4,Australia,Wayfair
23/12/2024,Lighting,Table Lamp,328.65,10,3286.5,4,6,Australia,Urban Ladder
10/08/2024,Furniture,Recliner Sofa,78.89,38,2997.82,3.9,4,Australia,Ashley Furniture
04/05/2024,Furniture,Wooden Dining Table,70.66,39,2755.74,3.9,9,USA,Urban Ladder
25/09/2024,Furniture,Glass Coffee Table,783.87,47,36841.89,4.4,9,India,Williams-Sonoma
19/02/2024,Wall Art,Framed Photograph,168.51,23,3875.73,4.4,2,India,IKEA
19/05/2024,Storage,Bookshelf,110.19,53,5840.07,4.1,8,Australia,Urban Ladder
21/03/2024,Rugs & Carpets,Persian Rug,184.39,58,10694.62,4.2,9,USA,IKEA
04/03/2024,Lighting,LED Floor Lamp,554.71,31,17196.01,4.3,2,USA,Ashley Furniture
31/10/2024,Lighting,Chandelier,769.24,59,45385.16,3.7,4,Germany,IKEA
23/01/2025,Wall Art,Framed Photograph,517.49,59,30531.91,3.9,7,Canada,IKEA
01/02/2025,Furniture,Glass Coffee Table,600.76,3,1802.28,3.6,9,UK,Wayfair
28/03/2024,Lighting,LED Floor Lamp,1191.3,3,3573.9,4.5,6,India,Williams-Sonoma
09/01/2025,Furniture,Wooden Dining Table,789.25,44,34727,4.7,7,Canada,Williams-Sonoma
26/04/2024,Storage,Bookshelf,164.78,48,7909.44,4.5,5,USA,Williams-Sonoma
11/10/2024,Storage,Shoe Rack,129.78,28,3633.84,4.6,6,Canada,Ashley Furniture
26/04/2024,Furniture,Wooden Dining Table,439.42,29,12743.18,3.9,8,UK,Williams-Sonoma
08/03/2024,Lighting,LED Floor Lamp,1021.27,31,31659.37,5,8,Germany,Ashley Furniture
19/12/2024,Furniture,Recliner Sofa,1134.15,2,2268.3,4.7,2,India,Williams-Sonoma
26/08/2024,Lighting,LED Floor Lamp,786.32,53,41674.96,3.6,7,Australia,Wayfair
30/03/2024,Wall Art,Framed Photograph,1006.6,58,58382.8,4,1,UK,Wayfair
23/09/2024,Wall Art,Canvas Painting,459.93,42,19317.06,3.6,9,UK,Williams-Sonoma
20/07/2024,Wall Art,Metal Wall Sculpture,1165.27,58,67585.66,4.7,3,India,Urban Ladder
07/08/2024,Lighting,LED Floor Lamp,399.33,39,15573.87,5,5,India,Urban Ladder
20/04/2024,Rugs & Carpets,Jute Rug,1034.53,40,41381.2,3.9,4,Canada,Urban Ladder
04/01/2025,Lighting,Table Lamp,861.17,10,8611.7,4.5,9,Germany,Urban Ladder
10/03/2024,Furniture,Glass Coffee Table,955.23,27,25791.21,4.7,2,India,Williams-Sonoma
12/08/2024,Furniture,Wooden Dining Table,709,41,29069,4.2,9,Australia,Wayfair
14/08/2024,Rugs & Carpets,Jute Rug,808.8,26,21028.8,3.9,10,USA,Ashley Furniture
03/11/2024,Wall Art,Canvas Painting,126.31,11,1389.41,4.2,5,Canada,Wayfair
10/05/2024,Furniture,Wooden Dining Table,328.31,35,11490.85,4,3,UK,IKEA
18/10/2024,Rugs & Carpets,Persian Rug,353.09,28,9886.52,4.5,6,India,IKEA
06/07/2024,Rugs & Carpets,Persian Rug,218.82,11,2407.02,4.7,10,UK,IKEA
09/09/2024,Rugs & Carpets,Jute Rug,1107.59,51,56487.09,3.9,4,Canada,Wayfair
24/03/2024,Furniture,Glass Coffee Table,167.45,52,8707.4,4.8,1,UK,Wayfair
06/07/2024,Storage,Wall-mounted Cabinet,976.29,16,15620.64,4.3,9,Australia,Wayfair
06/06/2024,Wall Art,Framed Photograph,830.06,60,49803.6,4.5,2,India,Williams-Sonoma
20/02/2024,Rugs & Carpets,Jute Rug,900.48,57,51327.36,3.7,6,Germany,IKEA
25/12/2024,Rugs & Carpets,Jute Rug,769.91,34,26176.94,4.6,8,India,Urban Ladder
08/12/2024,Rugs & Carpets,Jute Rug,1158.38,20,23167.6,4,3,Australia,Urban Ladder
21/10/2024,Furniture,Wooden Dining Table,170.04,25,4251,3.8,7,UK,Ashley Furniture
03/09/2024,Lighting,Table Lamp,1199.01,2,2398.02,3.6,9,Australia,IKEA
17/02/2024,Lighting,Chandelier,888.22,45,39969.9,3.5,6,UK,IKEA
03/07/2024,Wall Art,Metal Wall Sculpture,641.29,26,16673.54,4.4,2,USA,IKEA
25/02/2024,Lighting,Chandelier,430.46,30,12913.8,4.2,8,UK,Ashley Furniture
10/06/2024,Storage,Shoe Rack,407.89,30,12236.7,4,6,India,IKEA
16/10/2024,Storage,Wall-mounted Cabinet,705.06,31,21856.86,4.3,1,Germany,Urban Ladder
05/03/2024,Rugs & Carpets,Modern Carpet,485.15,28,13584.2,3.6,10,Australia,Williams-Sonoma
29/08/2024,Wall Art,Framed Photograph,660.62,23,15194.26,4.3,6,Australia,Wayfair
11/07/2024,Lighting,Chandelier,739.3,43,31789.9,4.6,2,USA,Wayfair
16/07/2024,Rugs & Carpets,Modern Carpet,659.4,33,21760.2,4.5,3,UK,Ashley Furniture
04/01/2025,Rugs & Carpets,Persian Rug,793.44,21,16662.24,3.5,10,UK,IKEA
06/05/2024,Storage,Shoe Rack,407.93,54,22028.22,4.5,2,UK,Wayfair
12/08/2024,Furniture,Recliner Sofa,661.97,43,28464.71,4.5,9,India,Wayfair
16/12/2024,Wall Art,Metal Wall Sculpture,745.39,32,23852.48,4.1,1,USA,Williams-Sonoma
04/05/2024,Storage,Shoe Rack,441.54,18,7947.72,3.5,5,UK,Williams-Sonoma
17/07/2024,Storage,Wall-mounted Cabinet,682.56,35,23889.6,3.8,4,USA,Williams-Sonoma
28/05/2024,Storage,Wall-mounted Cabinet,16.27,60,976.2,4.3,8,UK,Williams-Sonoma
29/02/2024,Lighting,LED Floor Lamp,940.66,26,24457.16,4.4,7,Canada,Urban Ladder
17/05/2024,Furniture,Wooden Dining Table,458.78,50,22939,3.6,8,Australia,Williams-Sonoma
09/10/2024,Wall Art,Metal Wall Sculpture,1193.58,17,20290.86,4.2,8,UK,Wayfair
06/08/2024,Rugs & Carpets,Jute Rug,996.73,29,28905.17,4.9,6,Australia,Ashley Furniture
18/12/2024,Lighting,LED Floor Lamp,635.25,16,10164,3.8,8,Germany,IKEA
11/11/2024,Furniture,Wooden Dining Table,20.96,31,649.76,3.9,10,Canada,IKEA
11/06/2024,Lighting,Table Lamp,771.94,21,16210.74,3.9,8,Australia,IKEA
06/12/2024,Storage,Wall-mounted Cabinet,49.21,23,1131.83,4.7,5,USA,Urban Ladder
15/10/2024,Furniture,Wooden Dining Table,40.44,24,970.56,3.7,10,Australia,Williams-Sonoma
12/09/2024,Wall Art,Framed Photograph,1023.52,38,38893.76,3.6,10,Germany,Ashley Furniture
02/12/2024,Rugs & Carpets,Persian Rug,57.32,59,3381.88,4.4,6,USA,IKEA
30/08/2024,Lighting,Table Lamp,846.38,16,13542.08,3.5,9,Germany,Ashley Furniture
26/11/2024,Lighting,Chandelier,912.75,41,37422.75,3.9,8,Canada,Wayfair
26/11/2024,Wall Art,Framed Photograph,1020.84,14,14291.76,3.5,8,USA,Urban Ladder
24/04/2024,Furniture,Recliner Sofa,584.7,58,33912.6,4,9,Germany,Ashley Furniture
18/11/2024,Storage,Bookshelf,519.8,8,4158.4,4.2,4,UK,Ashley Furniture
04/09/2024,Wall Art,Canvas Painting,575.57,44,25325.08,4.4,2,Germany,Ashley Furniture
11/04/2024,Lighting,Chandelier,155.17,28,4344.76,4.3,3,Germany,Williams-Sonoma
24/11/2024,Furniture,Recliner Sofa,618.19,56,34618.64,4.3,10,UK,Williams-Sonoma
24/07/2024,Lighting,Table Lamp,72.67,34,2470.78,4.8,7,Canada,Wayfair
13/08/2024,Lighting,Chandelier,330.57,22,7272.54,4.8,7,Canada,Williams-Sonoma
12/12/2024,Wall Art,Framed Photograph,665.63,25,16640.75,4.4,2,India,Williams-Sonoma
22/07/2024,Wall Art,Metal Wall Sculpture,423.89,13,5510.57,3.5,10,Germany,Urban Ladder
26/04/2024,Storage,Wall-mounted Cabinet,1137.4,32,36396.8,4.3,7,Australia,Williams-Sonoma
17/04/2024,Lighting,Table Lamp,218.05,41,8940.05,4.8,2,India,Williams-Sonoma
03/03/2024,Lighting,Chandelier,169.92,21,3568.32,4.6,10,Canada,Urban Ladder
04/11/2024,Storage,Bookshelf,191.78,33,6328.74,5,1,UK,IKEA
26/07/2024,Furniture,Wooden Dining Table,920.08,52,47844.16,4.5,1,Australia,Williams-Sonoma
06/09/2024,Wall Art,Canvas Painting,781.63,14,10942.82,4.8,1,Canada,IKEA
09/07/2024,Storage,Shoe Rack,666.75,44,29337,4.7,8,Australia,IKEA
30/12/2024,Storage,Wall-mounted Cabinet,527.7,9,4749.3,3.6,3,USA,Williams-Sonoma
09/02/2024,Lighting,Table Lamp,988.33,40,39533.2,3.7,9,USA,Ashley Furniture
08/02/2024,Wall Art,Framed Photograph,268.22,22,5900.84,3.8,1,Canada,Wayfair
25/09/2024,Lighting,Table Lamp,448.98,58,26040.84,3.5,4,USA,IKEA
